Old stable ID, New stable ID, Release, Mapping score
ENSG00000260484.1, ENSG00000260484.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000267495.1, <retired>, 74, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000234149.1, ENSG00000234149.1, 92, 0.72
ENSG00000234149.1, ENSG00000234149.1, 98, 0.9
ENSG00000234149.1, ENSG00000234149.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000264836.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000255366.1, ENSG00000255366.1, 98, 0.9
ENSG00000255366.1, ENSG00000255366.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000225498.1, ENSG00000225498.1, 98, 0.9
ENSG00000225498.1, ENSG00000225498.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000234687.1, <retired>, 71, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000260500.1, ENSG00000260500.1, 92, 0.72
ENSG00000260500.1, ENSG00000260500.1, 98, 0.9
ENSG00000260500.1, ENSG00000260500.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000241059.1, ENSG00000241059.2, 58, 0.0603097
ENSG00000241059.2, ENSG00000241059.2, 92, 0.72
ENSG00000241059.2, ENSG00000241059.2, 98, 0.9
ENSG00000241059.2, ENSG00000241059.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000216002.1, <retired>, 79, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000221484.1, <retired>, 79, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000228407.1, ENSG00000228407.2, 70, 0.983762

Old stable ID, New stable ID, Release, Mapping score
ENSG00000253248.1, ENSG00000253248.2, 76, 1
ENSG00000253248.2, ENSG00000253248.3, 77, 1
ENSG00000253248.3, ENSG00000253248.4, 79, 1
ENSG00000253248.4, ENSG00000253248.5, 81, 1
ENSG00000253248.5, <retired>, 94, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212066.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000227791.1, ENSG00000227791.2, 62, 0.919074
ENSG00000227791.2, ENSG00000227791.3, 70, 0.998911

Old stable ID, New stable ID, Release, Mapping score
ENSG00000255357.1, ENSG00000255357.2, 97, 0.527205
ENSG00000255357.2, ENSG00000255357.2, 98, 0.9
ENSG00000255357.2, ENSG00000255357.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000269515.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000233585.1, ENSG00000233585.2, 92, 0.716775
ENSG00000233585.2, ENSG00000233585.2, 98, 0.96617
ENSG00000233585.2, ENSG00000233585.2, 99, 0.96617

Old stable ID, New stable ID, Release, Mapping score
ENSG00000249792.1, ENSG00000249792.1, 98, 0.9
ENSG00000249792.1, ENSG00000249792.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000258462.1, ENSG00000258462.2, 70, 0.789046

Old stable ID, New stable ID, Release, Mapping score
ENSG00000262429.1, ENSG00000262429.1, 92, 0.72
ENSG00000262429.1, ENSG00000262429.1, 98, 0.9
ENSG00000262429.1, ENSG00000262429.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000266867.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000264701.1, ENSG00000264701.1, 92, 0.72
ENSG00000264701.1, ENSG00000264701.1, 98, 0.9
ENSG00000264701.1, ENSG00000264701.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000259846.1, ENSG00000259846.1, 98, 0.9
ENSG00000259846.1, ENSG00000259846.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251171.1, ENSG00000251171.1, 92, 0.72
ENSG00000251171.1, ENSG00000251171.1, 98, 0.9
ENSG00000251171.1, ENSG00000251171.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000225417.1, ENSG00000225417.1, 92, 0.72
ENSG00000225417.1, ENSG00000225417.1, 98, 0.9
ENSG00000225417.1, ENSG00000225417.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000248222.1, ENSG00000248222.1, 63, 0.997174
ENSG00000248222.1, ENSG00000248222.2, 76, 1
ENSG00000248222.2, ENSG00000248222.3, 77, 1
ENSG00000248222.3, ENSG00000248222.4, 79, 1
ENSG00000248222.4, ENSG00000248222.5, 81, 1
ENSG00000248222.5, ENSG00000248222.5, 92, 0.72
ENSG00000248222.5, ENSG00000248222.5, 98, 0.9
ENSG00000248222.5, ENSG00000248222.5, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252536.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000268108.1, ENSG00000268108.1, 92, 0.72
ENSG00000268108.1, ENSG00000268108.1, 98, 0.9
ENSG00000268108.1, ENSG00000268108.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000224849.1, ENSG00000224849.2, 56, 0.765474
ENSG00000224849.2, <retired>, 83, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211495.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000179979.1, ENSG00000179979.2, 26, 0
ENSG00000179979.2, ENSG00000179979.3, 38, 0
ENSG00000179979.3, ENSG00000179979.4, 47, 0.986863
ENSG00000179979.4, ENSG00000179979.5, 50, 0.94854
ENSG00000179979.5, ENSG00000179979.6, 62, 0.771048
ENSG00000179979.6, ENSG00000179979.7, 68, 0.945335
ENSG00000179979.7, ENSG00000179979.8, 76, 0.999662
ENSG00000179979.8, <retired>, 90, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000196302.1, ENSG00000196302.2, 38, 0
ENSG00000196302.2, ENSG00000196302.3, 47, 0.869221
ENSG00000196302.3, ENSG00000196302.4, 58, 0.885021
ENSG00000196302.4, ENSG00000196302.5, 60, 0.899066

Old stable ID, New stable ID, Release, Mapping score
ENSG00000226465.1, ENSG00000226465.1, 92, 0.72
ENSG00000226465.1, ENSG00000226465.2, 94, 0.382216
ENSG00000226465.2, ENSG00000226465.3, 97, 0.8607
ENSG00000226465.3, ENSG00000226465.3, 98, 0.9
ENSG00000226465.3, ENSG00000226465.3, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000263975.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000264749.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000258030.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000259413.1, ENSG00000259413.2, 70, 0.993997

Old stable ID, New stable ID, Release, Mapping score
ENSG00000221489.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000236772.1, ENSG00000236772.1, 92, 0.72
ENSG00000236772.1, ENSG00000236772.1, 98, 0.9
ENSG00000236772.1, ENSG00000236772.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000241317.1, ENSG00000241317.1, 98, 0.9
ENSG00000241317.1, ENSG00000241317.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000264542.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000258891.1, ENSG00000258891.1, 92, 0.72
ENSG00000258891.1, ENSG00000258891.1, 98, 0.9
ENSG00000258891.1, ENSG00000258891.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000234295.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000260039.1, <retired>, 76, 0
ENSG00000260039.1, ENSG00000189166.6, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000196861.1, ENSG00000196861.2, 55, 1
ENSG00000196861.2, ENSG00000196861.3, 58, 0.975
ENSG00000196861.3, ENSG00000196861.4, 62, 1
ENSG00000196861.4, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000261094.1, ENSG00000261094.2, 71, 0.9988
ENSG00000261094.2, ENSG00000261094.2, 98, 0.9
ENSG00000261094.2, ENSG00000261094.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000268762.1, <retired>, 76, 0
ENSG00000268762.1, ENSG00000186767.5, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000259463.1, ENSG00000259463.1, 92, 0.72
ENSG00000259463.1, ENSG00000259463.1, 98, 0.9
ENSG00000259463.1, ENSG00000259463.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000264780.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000233745.1, <retired>, 72, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000224228.1, ENSG00000224228.2, 74, 0.994563
ENSG00000224228.2, ENSG00000224228.2, 98, 0.9
ENSG00000224228.2, ENSG00000224228.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000227217.1, ENSG00000227217.1, 92, 0.72
ENSG00000227217.1, ENSG00000227217.1, 98, 0.9
ENSG00000227217.1, ENSG00000227217.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000259923.1, ENSG00000259923.1, 98, 0.9
ENSG00000259923.1, ENSG00000259923.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000262396.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000241273.1, ENSG00000241273.2, 68, 0.784946
ENSG00000241273.2, ENSG00000273981.1, 76, 0.980668
ENSG00000241273.2, ENSG00000275992.1, 76, 0.888446
ENSG00000241273.2, ENSG00000277637.1, 76, 0.918605
ENSG00000241273.2, ENSG00000274632.1, 76, 0.918605
ENSG00000241273.2, ENSG00000277464.1, 76, 0.978947
ENSG00000241273.2, ENSG00000274350.1, 76, 0.888446
ENSG00000241273.2, ENSG00000276955.1, 76, 0.980668
ENSG00000241273.2, ENSG00000278497.1, 76, 0.980668
ENSG00000241273.2, ENSG00000273818.1, 76, 0.918605
ENSG00000241273.2, ENSG00000275803.1, 76, 0.948905
ENSG00000241273.2, ENSG00000277515.1, 76, 0.918605
ENSG00000241273.2, ENSG00000274568.1, 76, 0.980668
ENSG00000241273.2, ENSG00000277295.1, 76, 0.888446
ENSG00000241273.2, ENSG00000278696.1, 76, 0.918605
ENSG00000241273.2, ENSG00000274076.1, 76, 0.978947
ENSG00000241273.2, ENSG00000276891.1, 76, 0.981034
ENSG00000241273.2, ENSG00000278222.1, 76, 0.980668
ENSG00000241273.2, <retired>, 76, 0
ENSG00000241273.2, ENSG00000275776.1, 76, 0.943182
ENSG00000241273.2, ENSG00000277467.1, 76, 0.918605
ENSG00000241273.2, ENSG00000274424.1, 76, 0.978947
ENSG00000241273.2, ENSG00000277031.1, 76, 0.978947
ENSG00000241273.2, ENSG00000278604.1, 76, 0.888446

Old stable ID, New stable ID, Release, Mapping score
ENSG00000250882.1, ENSG00000250882.1, 92, 0.72
ENSG00000250882.1, ENSG00000250882.1, 98, 0.9
ENSG00000250882.1, ENSG00000250882.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000201346.1, ENSG00000201346.2, 76, 0.997642

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000250511.1, ENSG00000250511.1, 92, 0.72
ENSG00000250511.1, ENSG00000250511.1, 98, 0.9
ENSG00000250511.1, ENSG00000250511.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251879.1, ENSG00000251879.2, 68, 1
ENSG00000251879.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000254291.1, ENSG00000254291.1, 92, 0.72
ENSG00000254291.1, ENSG00000254291.1, 98, 0.9
ENSG00000254291.1, ENSG00000254291.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000263321.1, ENSG00000263321.1, 98, 0.9
ENSG00000263321.1, ENSG00000263321.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000259995.1, ENSG00000259995.1, 98, 0.9
ENSG00000259995.1, ENSG00000259995.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000267125.1, ENSG00000267125.2, 76, 0.984836
ENSG00000267125.2, ENSG00000267125.2, 92, 0.72
ENSG00000267125.2, ENSG00000267125.2, 98, 0.9
ENSG00000267125.2, ENSG00000267125.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000268519.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000228830.1, ENSG00000228830.1, 92, 0.72
ENSG00000228830.1, ENSG00000228830.1, 98, 0.9
ENSG00000228830.1, ENSG00000228830.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000265542.1, ENSG00000265542.2, 76, 1
ENSG00000265542.2, ENSG00000265542.3, 77, 1
ENSG00000265542.3, ENSG00000265542.4, 79, 1
ENSG00000265542.4, ENSG00000265542.5, 81, 1
ENSG00000265542.5, ENSG00000265542.5, 98, 0.9
ENSG00000265542.5, ENSG00000265542.5, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000267053.1, ENSG00000267053.2, 70, 0.999955
ENSG00000267053.2, ENSG00000267053.3, 76, 1
ENSG00000267053.3, ENSG00000267053.4, 77, 1
ENSG00000267053.4, ENSG00000267053.5, 79, 1
ENSG00000267053.5, ENSG00000267053.6, 81, 1
ENSG00000267053.6, ENSG00000267053.7, 97, 0.838257
ENSG00000267053.7, ENSG00000267053.8, 98, 0.888344
ENSG00000267053.8, ENSG00000267053.8, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000261822.1, ENSG00000261822.1, 92, 0.72
ENSG00000261822.1, ENSG00000261822.1, 98, 0.9
ENSG00000261822.1, ENSG00000261822.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000203589.1, ENSG00000203589.2, 55, 0.380263
ENSG00000203589.2, <retired>, 81, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000261476.1, ENSG00000261476.1, 98, 0.9
ENSG00000261476.1, ENSG00000261476.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000263516.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000227455.1, ENSG00000227455.2, 72, 0.592526
ENSG00000227455.2, ENSG00000227455.3, 97, 0.807228
ENSG00000227455.3, ENSG00000227455.3, 98, 0.9
ENSG00000227455.3, ENSG00000227455.3, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000238538.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000259843.1, ENSG00000259843.2, 67, 0.891122
ENSG00000259843.2, ENSG00000259843.2, 92, 0.72
ENSG00000259843.2, ENSG00000259843.2, 98, 0.9
ENSG00000259843.2, ENSG00000259843.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000268523.1, <retired>, 76, 0
ENSG00000268523.1, ENSG00000229322.1, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000265592.1, ENSG00000265592.2, 76, 0.993399
ENSG00000265592.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000260277.1, ENSG00000260277.1, 92, 0.72
ENSG00000260277.1, ENSG00000260277.2, 97, 0.950838
ENSG00000260277.2, ENSG00000260277.2, 98, 0.9
ENSG00000260277.2, ENSG00000260277.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000232214.1, <retired>, 71, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000257351.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000238208.1, <retired>, 81, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000259321.1, ENSG00000259321.1, 98, 0.9
ENSG00000259321.1, ENSG00000259321.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000227040.1, ENSG00000227040.2, 58, 0.964831
ENSG00000227040.2, ENSG00000227040.3, 62, 0.978814
ENSG00000227040.3, ENSG00000227040.4, 71, 0.987113

Old stable ID, New stable ID, Release, Mapping score
ENSG00000266345.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000262059.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252706.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000227114.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000262868.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000227958.1, ENSG00000227958.1, 98, 0.9
ENSG00000227958.1, ENSG00000227958.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000231620.1, ENSG00000231620.1, 98, 0.9
ENSG00000231620.1, ENSG00000231620.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000223728.1, ENSG00000223728.2, 62, 0.87541
ENSG00000223728.2, ENSG00000223728.3, 70, 0.984743

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000127688.1, ENSG00000127688.1, 3, 0
ENSG00000127688.1, ENSG00000127688.2, 15, 0
ENSG00000127688.2, ENSG00000127688.3, 66, 0.975036
ENSG00000127688.3, <retired>, 74, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000261421.1, ENSG00000261421.1, 98, 0.9
ENSG00000261421.1, ENSG00000261421.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000268242.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000254693.1, ENSG00000254693.1, 92, 0.72
ENSG00000254693.1, ENSG00000254693.1, 98, 0.9
ENSG00000254693.1, ENSG00000254693.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000262116.1, ENSG00000262116.1, 92, 0.72
ENSG00000262116.1, ENSG00000262116.1, 98, 0.9
ENSG00000262116.1, ENSG00000262116.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000204637.1, ENSG00000204637.2, 55, 0.974815
ENSG00000204637.2, ENSG00000204637.3, 62, 0.965134
ENSG00000204637.3, ENSG00000204637.4, 76, 0.998516

Old stable ID, New stable ID, Release, Mapping score
ENSG00000223652.1, ENSG00000223652.2, 58, 0.965128
ENSG00000223652.2, ENSG00000223652.2, 92, 0.72
ENSG00000223652.2, ENSG00000223652.2, 98, 0.9
ENSG00000223652.2, ENSG00000223652.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000256822.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000269436.1, <retired>, 76, 0
ENSG00000269436.1, ENSG00000203923.4, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000213774.1, ENSG00000213774.2, 55, 0.862948
ENSG00000213774.2, ENSG00000213774.3, 62, 0.890416

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000254822.1, ENSG00000254822.1, 98, 0.9
ENSG00000254822.1, ENSG00000254822.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000259390.1, ENSG00000259390.2, 76, 0.998775
ENSG00000259390.2, ENSG00000259390.3, 94, 0.881766
ENSG00000259390.3, ENSG00000259390.4, 97, 0.966146
ENSG00000259390.4, ENSG00000259390.4, 98, 0.9
ENSG00000259390.4, ENSG00000259390.4, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000227237.1, ENSG00000227237.1, 92, 0.72
ENSG00000227237.1, ENSG00000227237.1, 98, 0.9
ENSG00000227237.1, ENSG00000227237.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000263220.1, ENSG00000263220.1, 92, 0.72
ENSG00000263220.1, ENSG00000263220.1, 98, 0.9
ENSG00000263220.1, ENSG00000263220.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000214109.1, ENSG00000214109.2, 55, 0.888889
ENSG00000214109.2, ENSG00000214109.3, 62, 0.983359
ENSG00000214109.3, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000238612.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000268055.1, ENSG00000268055.1, 92, 0.72
ENSG00000268055.1, ENSG00000268055.1, 98, 0.9
ENSG00000268055.1, ENSG00000268055.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000268288.1, ENSG00000268288.1, 92, 0.72
ENSG00000268288.1, ENSG00000268288.1, 98, 0.9
ENSG00000268288.1, ENSG00000268288.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000213702.1, ENSG00000213702.2, 62, 0.38209
ENSG00000213702.2, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000221343.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000239037.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207188.1, <retired>, 79, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000235728.1, ENSG00000235728.1, 98, 0.9
ENSG00000235728.1, ENSG00000235728.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000213519.1, ENSG00000213519.2, 55, 0.584041

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000260766.1, <retired>, 92, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000257571.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000230812.1, ENSG00000230812.2, 76, 1
ENSG00000230812.2, ENSG00000230812.3, 77, 1
ENSG00000230812.3, ENSG00000230812.4, 79, 1
ENSG00000230812.4, ENSG00000230812.5, 81, 1
ENSG00000230812.5, <retired>, 83, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000229192.1, ENSG00000229192.2, 56, 0.885455
ENSG00000229192.2, ENSG00000229192.3, 76, 1
ENSG00000229192.3, ENSG00000229192.4, 77, 1
ENSG00000229192.4, ENSG00000229192.5, 79, 1
ENSG00000229192.5, ENSG00000229192.6, 81, 1
ENSG00000229192.6, ENSG00000229192.6, 98, 0.9
ENSG00000229192.6, ENSG00000229192.6, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000263308.1, <retired>, 76, 0
ENSG00000263308.1, ENSG00000201145.1, 76, 1

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000235526.1, ENSG00000235526.1, 92, 0.72
ENSG00000235526.1, ENSG00000235526.1, 98, 0.9
ENSG00000235526.1, ENSG00000235526.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000155130.1, ENSG00000155130.2, 38, 0
ENSG00000155130.2, ENSG00000155130.3, 47, 0.808254
ENSG00000155130.3, ENSG00000155130.4, 55, 0.753016
ENSG00000155130.4, ENSG00000155130.5, 56, 0.998131
ENSG00000155130.5, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251218.1, ENSG00000251218.1, 98, 0.9
ENSG00000251218.1, ENSG00000251218.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000268194.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000232311.1, ENSG00000232311.1, 98, 0.9
ENSG00000232311.1, ENSG00000232311.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211482.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000257663.1, ENSG00000257663.1, 92, 0.72
ENSG00000257663.1, ENSG00000257663.1, 98, 0.9
ENSG00000257663.1, ENSG00000257663.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000261321.1, <retired>, 76, 0
ENSG00000261321.1, ENSG00000183688.4, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000250579.1, ENSG00000250579.1, 92, 0.72
ENSG00000250579.1, ENSG00000250579.2, 97, 0.634982
ENSG00000250579.2, ENSG00000250579.2, 98, 0.9
ENSG00000250579.2, ENSG00000250579.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000259143.1, ENSG00000259143.1, 98, 0.9
ENSG00000259143.1, ENSG00000259143.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000259778.1, <retired>, 73, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000242396.1, ENSG00000242396.1, 92, 0.72
ENSG00000242396.1, ENSG00000242396.1, 98, 0.9
ENSG00000242396.1, ENSG00000242396.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000262557.1, <retired>, 74, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000230536.1, ENSG00000230536.1, 92, 0.72
ENSG00000230536.1, ENSG00000230536.1, 98, 0.9
ENSG00000230536.1, ENSG00000230536.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000250235.1, <retired>, 71, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000261544.1, ENSG00000261544.1, 98, 0.9
ENSG00000261544.1, ENSG00000261544.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000261245.1, ENSG00000261245.2, 67, 0.992651

Old stable ID, New stable ID, Release, Mapping score
ENSG00000258231.1, ENSG00000258231.2, 76, 1
ENSG00000258231.2, ENSG00000258231.3, 77, 0.740338
ENSG00000258231.3, ENSG00000258231.4, 79, 1
ENSG00000258231.4, ENSG00000258231.5, 81, 1
ENSG00000258231.5, ENSG00000258231.5, 98, 0.9
ENSG00000258231.5, ENSG00000258231.5, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000266376.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000229075.1, ENSG00000229075.1, 98, 0.9
ENSG00000229075.1, ENSG00000229075.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000266414.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000259345.1, ENSG00000259345.2, 76, 1
ENSG00000259345.2, ENSG00000259345.3, 77, 0.9
